longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,rooms_per_household,bedrooms_per_rooms,population_per_household,ocean_proximity_<1H OCEAN,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN,median_house_value
-117.69,33.47,23,3499,722,1480,634,3.86,1.138801262,0.20634467,2.334384858,1,0,0,0,0,300000
-117.7,33.47,20,1577,363,764,333,4.1563,1.09009009,0.230183893,2.294294294,1,0,0,0,0,320800
-117.7,33.47,21,2208,534,1423,482,3.5915,1.107883817,0.241847826,2.952282158,1,0,0,0,0,305600
-117.69,33.47,19,2595,621,1728,571,3.668,1.087565674,0.239306358,3.026269702,1,0,0,0,0,243800
-117.7,33.47,21,1857,399,881,380,3.8403,1.05,0.214862682,2.318421053,1,0,0,0,0,350000
-117.72,33.43,5,1889,359,616,246,3.8992,1.459349593,0.190047644,2.504065041,1,0,0,0,0,500001
-117.68,33.55,5,2262,427,1016,402,6.065,1.062189055,0.188770999,2.527363184,1,0,0,0,0,315500
-117.68,33.54,5,2840,403,1363,403,7.618,1,0.141901408,3.382133995,1,0,0,0,0,341400
-117.68,33.52,5,3621,632,1546,567,5.753,1.114638448,0.174537421,2.726631393,1,0,0,0,0,322800
-117.69,33.55,9,3856,571,1646,576,6.8007,0.991319444,0.148080913,2.857638889,1,0,0,0,0,318300
-117.69,33.54,20,1767,280,801,284,6.5394,0.985915493,0.158460668,2.820422535,1,0,0,0,0,272000
-117.69,33.53,17,5041,778,2396,801,6.0868,0.971285893,0.154334457,2.991260924,1,0,0,0,0,282900
-117.69,33.52,4,2142,625,1176,483,3.4455,1.293995859,0.29178338,2.434782609,1,0,0,0,0,325000
-117.7,33.51,2,5261,763,1460,599,6.8279,1.273789649,0.145029462,2.437395659,1,0,0,0,0,279000
-117.69,33.52,3,7374,1444,3214,1279,4.538,1.129007037,0.195823162,2.512900704,1,0,0,0,0,278200
-117.7,33.53,5,6698,1254,2834,1139,5.9088,1.100965759,0.187220066,2.488147498,1,0,0,0,0,288500
-117.71,33.52,17,2486,417,876,361,6.1007,1.155124654,0.16773934,2.426592798,1,0,0,0,0,340900
-117.71,33.51,11,2198,252,883,281,13.1477,0.896797153,0.114649682,3.142348754,1,0,0,0,0,487000
-117.71,33.51,12,4676,698,1543,598,6.379,1.16722408,0.149272883,2.580267559,1,0,0,0,0,500001
-117.68,33.57,2,10008,1453,3550,1139,10.1122,1.275680421,0.145183853,3.116769096,1,0,0,0,0,500001
-117.69,33.55,4,1764,220,705,224,8.3275,0.982142857,0.124716553,3.147321429,1,0,0,0,0,384200
-117.69,33.55,3,1618,266,710,246,6.0743,1.081300813,0.164400494,2.886178862,1,0,0,0,0,274300
-117.7,33.54,4,4956,693,1802,625,7.9338,1.1088,0.139830508,2.8832,1,0,0,0,0,354700
-117.7,33.55,12,2459,390,1054,391,7.1736,0.997442455,0.158601057,2.695652174,1,0,0,0,0,262100
-117.7,33.56,2,2112,305,703,261,6.9343,1.168582375,0.144412879,2.69348659,1,0,0,0,0,298500
-117.7,33.56,3,2443,637,1033,548,4.1379,1.162408759,0.260744986,1.885036496,1,0,0,0,0,183300
-117.7,33.57,4,3283,911,1512,782,3.3125,1.164961637,0.277490101,1.933503836,1,0,0,0,0,138500
-117.71,33.54,7,4907,577,1883,556,10.4415,1.037769784,0.11758712,3.386690647,1,0,0,0,0,453800
-117.71,33.54,15,2460,368,962,320,7.3878,1.15,0.149593496,3.00625,1,0,0,0,0,318300
-117.71,33.58,2,2530,562,1066,510,4.6336,1.101960784,0.222134387,2.090196078,1,0,0,0,0,187500
-117.7,33.57,9,1204,355,469,293,3.6196,1.211604096,0.294850498,1.600682594,1,0,0,0,0,119900
-117.71,33.57,4,3289,753,1285,651,4.045,1.156682028,0.228944968,1.973886329,1,0,0,0,0,226000
-117.71,33.57,6,3673,881,1846,768,4.877,1.147135417,0.239858426,2.403645833,1,0,0,0,0,144300
-117.68,33.51,4,2428,401,959,386,6.2661,1.038860104,0.165156507,2.484455959,1,0,0,0,0,268500
-117.69,33.51,4,1223,275,505,244,4.6607,1.12704918,0.224856909,2.069672131,1,0,0,0,0,173000
-117.7,33.5,4,2351,445,834,397,5.5677,1.120906801,0.189281157,2.100755668,1,0,0,0,0,245400
-117.71,33.49,5,1680,254,617,231,8.583,1.0995671,0.151190476,2.670995671,1,0,0,0,0,397700
-117.7,33.5,4,7474,1037,2969,1007,8.7591,1.02979146,0.138747659,2.94836147,1,0,0,0,0,434700
-117.7,33.48,10,3458,638,1156,470,6.3579,1.357446809,0.184499711,2.459574468,1,0,0,0,0,336700
-117.7,33.48,6,16590,2696,6223,2357,6.3088,1.143826899,0.162507535,2.640220619,1,0,0,0,0,340300
-117.71,33.47,14,3894,672,1490,629,6.5206,1.06836248,0.17257319,2.368839428,1,0,0,0,0,368500
-117.74,33.46,9,6564,1316,1720,904,4.89,1.455752212,0.200487508,1.902654867,1,0,0,0,0,454100
-117.71,33.47,17,2681,454,830,410,5.5507,1.107317073,0.169339799,2.024390244,1,0,0,0,0,345700
-117.7,33.68,29,5650,1084,3985,1056,2.8192,1.026515152,0.191858407,3.773674242,1,0,0,0,0,162500
-117.76,33.71,14,4321,582,2025,578,8.3634,1.006920415,0.134691044,3.503460208,1,0,0,0,0,355100
-117.75,33.71,15,2849,537,878,520,3.2841,1.032692308,0.188487188,1.688461538,1,0,0,0,0,158300
-117.76,33.7,12,4025,574,2042,588,7.9125,0.976190476,0.142608696,3.472789116,1,0,0,0,0,344900
-117.77,33.71,15,2102,295,1060,303,7.3141,0.97359736,0.140342531,3.498349835,1,0,0,0,0,337100
-117.77,33.7,3,3636,749,1486,696,5.5464,1.076149425,0.2059956,2.135057471,1,0,0,0,0,207500
-117.77,33.7,4,2446,622,1315,560,3.7147,1.110714286,0.254292723,2.348214286,1,0,0,0,0,137500
-117.69,33.65,16,5805,852,2356,795,6.1062,1.071698113,0.146770026,2.963522013,1,0,0,0,0,274600
-117.71,33.65,16,3774,456,1587,430,8.6088,1.060465116,0.120826709,3.690697674,1,0,0,0,0,307400
-117.7,33.65,16,3388,492,1249,463,6.1863,1.062634989,0.145218418,2.69762419,1,0,0,0,0,355600
-117.71,33.64,14,2945,356,1293,335,8.111,1.062686567,0.120882852,3.859701493,1,0,0,0,0,308900
-117.71,33.63,16,1565,274,950,280,5.8399,0.978571429,0.175079872,3.392857143,1,0,0,0,0,220600
-117.71,33.63,16,2497,500,1357,456,4.5909,1.096491228,0.200240288,2.975877193,1,0,0,0,0,241800
-117.71,33.63,16,1641,354,945,318,3.4261,1.113207547,0.215722121,2.971698113,1,0,0,0,0,219700
-117.7,33.63,16,4428,745,1525,682,5.2325,1.092375367,0.168247516,2.236070381,1,0,0,0,0,286800
-117.72,33.64,16,1230,242,380,246,2.2969,0.983739837,0.196747967,1.544715447,1,0,0,0,0,67500
-117.7,33.62,19,2957,492,1639,495,5.0686,0.993939394,0.16638485,3.311111111,1,0,0,0,0,225600
-117.7,33.63,23,3038,473,1501,436,5.5584,1.084862385,0.155694536,3.44266055,1,0,0,0,0,241700
-117.71,33.62,22,2520,387,1338,391,5.8898,0.989769821,0.153571429,3.421994885,1,0,0,0,0,242800
-117.76,33.72,11,4508,618,1993,573,10.4498,1.078534031,0.137089618,3.478184991,1,0,0,0,0,386100
-117.76,33.72,14,3011,388,1359,371,7.9739,1.045822102,0.128860844,3.663072776,1,0,0,0,0,368700
-117.75,33.72,10,2464,347,1241,366,8.7603,0.948087432,0.140827922,3.390710383,1,0,0,0,0,362500
-117.76,33.72,15,941,266,366,248,4.3636,1.072580645,0.282678002,1.475806452,1,0,0,0,0,148400
-117.76,33.71,15,1010,350,470,342,3.2229,1.023391813,0.346534653,1.374269006,1,0,0,0,0,108300
-117.74,33.73,18,328,68,391,60,4.1167,1.133333333,0.207317073,6.516666667,1,0,0,0,0,87500
-117.69,33.66,11,2630,327,1256,352,8.2953,0.928977273,0.124334601,3.568181818,1,0,0,0,0,350500
-117.69,33.66,5,4246,689,1933,722,6.9501,0.954293629,0.162270372,2.677285319,1,0,0,0,0,225700
-117.67,33.67,5,10534,2035,4656,1863,5.7797,1.092324208,0.193183976,2.499194847,1,0,0,0,0,309200
-117.67,33.66,4,10175,2181,4762,1929,4.7341,1.130637636,0.214348894,2.468636599,1,0,0,0,0,237400
-117.68,33.65,6,10395,1915,4783,1811,5.928,1.057426836,0.184223184,2.641082275,1,0,0,0,0,239900
-117.64,33.68,4,5687,970,2677,938,6.5069,1.034115139,0.170564445,2.853944563,1,0,0,0,0,243400
-117.7,33.72,6,211,51,125,44,1.9659,1.159090909,0.241706161,2.840909091,1,0,0,0,0,500001
-117.69,33.65,15,5394,748,2383,706,7.5619,1.059490085,0.138672599,3.375354108,1,0,0,0,0,302000
-117.7,33.64,15,5743,773,2380,773,8.1926,1,0.134598642,3.078913325,1,0,0,0,0,326600
-117.69,33.63,23,1444,260,792,253,4.9079,1.027667984,0.180055402,3.130434783,1,0,0,0,0,273800
-117.69,33.64,18,3783,654,1843,623,5.7559,1.04975923,0.172878668,2.958266453,1,0,0,0,0,215800
-117.69,33.64,16,2592,372,1279,383,6.9741,0.971279373,0.143518519,3.339425587,1,0,0,0,0,262000
-117.82,33.71,9,5206,992,4660,978,2.885,1.014314928,0.190549366,4.764826176,1,0,0,0,0,162500
-117.82,33.72,24,3260,458,1383,442,6.5987,1.036199095,0.140490798,3.128959276,1,0,0,0,0,272800
-117.81,33.73,17,1063,189,363,183,2.1719,1.032786885,0.177798683,1.983606557,1,0,0,0,0,261300
-117.8,33.72,16,2617,506,1317,511,4.821,0.990215264,0.193351165,2.577299413,1,0,0,0,0,201400
-117.81,33.71,16,2666,387,1227,347,7.3769,1.115273775,0.14516129,3.536023055,1,0,0,0,0,302400
-117.82,33.72,24,3477,462,1593,484,6.8634,0.954545455,0.132873167,3.291322314,1,0,0,0,0,276500
-117.77,33.7,15,1392,267,681,263,5.4248,1.015209125,0.191810345,2.589353612,1,0,0,0,0,187200
-117.77,33.69,14,1413,372,744,338,3.7988,1.100591716,0.263269639,2.201183432,1,0,0,0,0,184100
-117.77,33.69,15,500,113,261,116,5.0631,0.974137931,0.226,2.25,1,0,0,0,0,154000
-117.77,33.69,16,1666,341,479,336,2.1406,1.014880952,0.204681873,1.425595238,1,0,0,0,0,55000
-117.78,33.69,16,4702,806,2529,814,5.1299,0.99017199,0.171416419,3.106879607,1,0,0,0,0,238900
-117.78,33.68,19,2500,331,1027,327,6.115,1.012232416,0.1324,3.140672783,1,0,0,0,0,315600
-117.78,33.69,16,3400,501,1575,488,6.0961,1.026639344,0.147352941,3.227459016,1,0,0,0,0,295500
-117.8,33.69,16,2745,447,1429,411,6.8219,1.087591241,0.16284153,3.476885645,1,0,0,0,0,325500
-117.79,33.69,16,1532,240,679,248,5.7115,0.967741935,0.156657963,2.737903226,1,0,0,0,0,313900
-117.79,33.68,16,1998,308,818,299,6.8722,1.030100334,0.154154154,2.735785953,1,0,0,0,0,326100
-117.8,33.68,14,2635,516,1150,499,4.4391,1.034068136,0.195825427,2.304609218,1,0,0,0,0,306700
-117.8,33.69,14,1800,362,874,373,4.2083,0.970509383,0.201111111,2.343163539,1,0,0,0,0,251000
-117.8,33.69,15,2099,322,873,307,7.9887,1.048859935,0.153406384,2.843648208,1,0,0,0,0,328000
-117.8,33.68,5,623,146,396,136,3.631,1.073529412,0.23434992,2.911764706,1,0,0,0,0,225000
-117.8,33.68,8,2032,349,862,340,6.9133,1.026470588,0.171751969,2.535294118,1,0,0,0,0,274100
-117.81,33.67,8,2098,342,908,329,7.7589,1.039513678,0.163012393,2.759878419,1,0,0,0,0,342900
-117.81,33.67,8,2440,502,1113,483,4.6019,1.039337474,0.205737705,2.304347826,1,0,0,0,0,242500
-117.81,33.67,9,1567,299,675,294,5.2124,1.017006803,0.190810466,2.295918367,1,0,0,0,0,199600
-117.81,33.67,9,2435,396,1194,385,7.2025,1.028571429,0.162628337,3.101298701,1,0,0,0,0,275000
-117.81,33.67,9,3279,530,1447,510,7.4581,1.039215686,0.161634645,2.837254902,1,0,0,0,0,296600
-117.81,33.68,8,1964,413,913,406,5.1583,1.017241379,0.210285132,2.248768473,1,0,0,0,0,192200
-117.78,33.68,15,1834,330,841,309,6.0634,1.067961165,0.179934569,2.721682848,1,0,0,0,0,234300
-117.78,33.68,14,1750,336,852,300,4.6793,1.12,0.192,2.84,1,0,0,0,0,236800
-117.79,33.68,13,2636,416,1137,404,7.2118,1.02970297,0.157814871,2.814356436,1,0,0,0,0,311500
-117.78,33.68,11,1994,477,849,411,4.0187,1.160583942,0.239217653,2.065693431,1,0,0,0,0,235600
-117.79,33.68,9,1633,295,928,297,5.7858,0.993265993,0.180649112,3.124579125,1,0,0,0,0,265900
-117.79,33.68,10,2106,319,1002,332,8.735,0.960843373,0.151471985,3.018072289,1,0,0,0,0,375300
-117.8,33.67,5,2638,521,1179,480,5.7759,1.085416667,0.197498105,2.45625,1,0,0,0,0,240000
-117.8,33.67,5,2487,388,1147,397,8.284,0.977329975,0.156011259,2.889168766,1,0,0,0,0,302500
-117.8,33.67,4,3345,552,1525,539,6.7962,1.024118738,0.165022422,2.829313544,1,0,0,0,0,329100
-117.81,33.69,5,1256,256,880,288,2.4233,0.888888889,0.203821656,3.055555556,1,0,0,0,0,450000
-117.81,33.68,4,1545,304,788,296,4.5469,1.027027027,0.196763754,2.662162162,1,0,0,0,0,500001
-117.82,33.68,4,1346,213,603,219,8.7974,0.97260274,0.158246657,2.753424658,1,0,0,0,0,360600
-117.82,33.68,3,3068,494,1357,486,7.9187,1.016460905,0.161016949,2.79218107,1,0,0,0,0,333600
-117.82,33.67,17,2895,439,1588,450,6.276,0.975555556,0.15164076,3.528888889,1,0,0,0,0,290700
-117.83,33.68,4,3226,838,1666,800,4.1652,1.0475,0.259764414,2.0825,1,0,0,0,0,184500
-117.82,33.68,3,7105,1459,3068,1241,6.1395,1.175664786,0.205348346,2.472199839,1,0,0,0,0,358000
-117.77,33.67,12,4329,1068,1913,978,4.5094,1.09202454,0.246708247,1.95603272,1,0,0,0,0,160200
-117.77,33.72,10,2815,431,1181,398,6.5743,1.082914573,0.153108348,2.967336683,1,0,0,0,0,278700
-117.77,33.72,9,2153,316,954,324,7.8139,0.975308642,0.146771946,2.944444444,1,0,0,0,0,304700
-117.77,33.71,13,1939,247,928,244,8.1111,1.012295082,0.12738525,3.803278689,1,0,0,0,0,379800
-117.77,33.71,5,4050,584,1986,598,7.5847,0.976588629,0.144197531,3.321070234,1,0,0,0,0,375700
-117.77,33.71,4,1646,321,859,300,5.5631,1.07,0.195018226,2.863333333,1,0,0,0,0,227800
-117.78,33.71,16,2207,291,1081,308,7.3518,0.944805195,0.131853194,3.50974026,1,0,0,0,0,331200
-117.78,33.71,4,974,232,428,203,4.6141,1.142857143,0.238193018,2.108374384,1,0,0,0,0,195400
-117.79,33.73,3,8240,1410,3318,1270,7.2074,1.11023622,0.171116505,2.612598425,1,0,0,0,0,291300
-117.78,33.7,16,1663,250,597,204,5.409,1.225490196,0.150330728,2.926470588,1,0,0,0,0,233900
-117.79,33.7,16,6259,1098,3785,1114,6.3298,0.985637343,0.175427385,3.397666068,1,0,0,0,0,247100
-117.79,33.71,16,3114,463,1641,469,6.2162,0.987206823,0.148683365,3.498933902,1,0,0,0,0,283200
-117.79,33.71,16,6339,862,3132,825,7.1069,1.044848485,0.135983594,3.796363636,1,0,0,0,0,313400
-117.79,33.7,6,1593,371,832,379,4.4286,0.978891821,0.232893911,2.19525066,1,0,0,0,0,239500
-117.8,33.7,5,1549,378,735,355,5.2923,1.064788732,0.244028405,2.070422535,1,0,0,0,0,194000
-117.79,33.7,16,1416,249,636,244,5.1741,1.020491803,0.175847458,2.606557377,1,0,0,0,0,227700
-117.79,33.69,15,1875,316,890,316,6.5783,1,0.168533333,2.816455696,1,0,0,0,0,244800
-117.79,33.69,16,3067,396,1275,372,8.7385,1.064516129,0.1291164,3.427419355,1,0,0,0,0,340000
-117.8,33.69,13,1161,289,630,296,3.3438,0.976351351,0.248923342,2.128378378,1,0,0,0,0,333300
-117.8,33.55,38,1757,464,821,426,4.1304,1.089201878,0.264086511,1.927230047,1,0,0,0,0,433300
-117.79,33.56,36,2057,329,658,309,7.866,1.064724919,0.159941663,2.129449838,1,0,0,0,0,500001
-117.81,33.56,24,6258,1003,1730,752,10.9601,1.333776596,0.160274848,2.300531915,1,0,0,0,0,500001
-117.8,33.55,35,2067,428,724,377,5.8371,1.135278515,0.207063377,1.920424403,1,0,0,0,0,500001
-117.77,33.6,33,247,80,167,70,3.7059,1.142857143,0.32388664,2.385714286,1,0,0,0,0,237500
-117.8,33.53,41,2017,489,783,403,4.1591,1.213399504,0.242439266,1.94292804,1,0,0,0,0,500001
-117.78,33.54,29,1421,462,520,339,2.2969,1.362831858,0.325123153,1.533923304,1,0,0,0,0,450000
-117.79,33.55,39,5066,1292,1915,1117,3.821,1.156669651,0.255033557,1.714413608,1,0,0,0,0,452100
-117.75,33.54,21,8711,1544,3173,1396,5.0907,1.106017192,0.177247159,2.272922636,1,0,0,0,0,378200
-117.77,33.51,29,3590,772,1070,603,4.4464,1.28026534,0.215041783,1.774461028,1,0,0,0,0,500001
-117.77,33.55,28,2024,297,617,274,6.7861,1.083941606,0.14673913,2.251824818,1,0,0,0,0,499100
-117.73,33.57,5,11976,2495,4327,2009,4.8488,1.241911399,0.208333333,2.153807865,1,0,0,0,0,194400
-117.86,33.67,16,20,5,15,5,3.875,1,0.25,3,1,0,0,0,0,450000
-117.82,33.67,15,1010,274,649,261,2.5197,1.049808429,0.271287129,2.486590038,1,0,0,0,0,350000
-117.83,33.67,17,2634,641,1454,560,3.7976,1.144642857,0.243356112,2.596428571,1,0,0,0,0,275000
-117.83,33.66,15,2355,438,747,450,6.5356,0.973333333,0.185987261,1.66,1,0,0,0,0,272800
-117.83,33.66,16,1574,385,515,363,5.3423,1.060606061,0.244599746,1.418732782,1,0,0,0,0,291700
-117.81,33.67,24,3930,661,1831,616,6.3767,1.073051948,0.168193384,2.972402597,1,0,0,0,0,269000
-117.8,33.66,16,2542,498,1022,494,4,1.008097166,0.195908733,2.068825911,1,0,0,0,0,223400
-117.81,33.66,16,1414,191,635,230,10.0757,0.830434783,0.135077793,2.760869565,1,0,0,0,0,383900
-117.81,33.66,20,2851,490,1192,463,5.8752,1.058315335,0.171869519,2.574514039,1,0,0,0,0,274200
-117.82,33.66,24,4227,641,1605,589,6.4238,1.088285229,0.151644192,2.724957555,1,0,0,0,0,278400
-117.84,33.64,11,6840,1689,6083,1629,2.4132,1.036832413,0.246929825,3.734192756,1,0,0,0,0,198300
-117.87,33.61,25,2267,359,866,348,7.79,1.031609195,0.158359065,2.488505747,1,0,0,0,0,500001
-117.86,33.61,15,3191,482,930,447,8.6001,1.078299776,0.151049828,2.080536913,1,0,0,0,0,500001
-117.88,33.55,27,2278,316,772,304,10.1275,1.039473684,0.138718174,2.539473684,1,0,0,0,0,500001
-117.84,33.6,21,4281,582,1443,576,9.0519,1.010416667,0.135949544,2.505208333,1,0,0,0,0,500001
-117.86,33.62,23,3166,411,1092,345,7.9367,1.191304348,0.129816804,3.165217391,1,0,0,0,0,500001
-117.86,33.62,17,2975,371,1247,398,10.1989,0.932160804,0.124705882,3.133165829,1,0,0,0,0,500001
-117.85,33.62,18,729,105,316,108,10.3893,0.972222222,0.144032922,2.925925926,1,0,0,0,0,500001
-117.85,33.61,14,4340,741,1505,670,7.5674,1.105970149,0.170737327,2.246268657,1,0,0,0,0,500001
-117.85,33.62,13,5192,658,1865,662,15.0001,0.993957704,0.126733436,2.817220544,1,0,0,0,0,500001
-117.86,33.63,17,3095,551,1175,534,5.3099,1.031835206,0.178029079,2.200374532,1,0,0,0,0,500001
-117.77,33.54,28,3404,497,1134,466,7.2217,1.066523605,0.1460047,2.433476395,1,0,0,0,0,500001
-117.76,33.54,28,2250,329,826,323,6.9257,1.018575851,0.146222222,2.557275542,1,0,0,0,0,466400
-117.77,33.54,47,3090,652,1105,582,4.1699,1.120274914,0.211003236,1.89862543,1,0,0,0,0,373700
-117.77,33.53,46,1033,223,462,224,3.2708,0.995535714,0.215876089,2.0625,1,0,0,0,0,384700
-117.8,33.52,50,1152,341,519,225,3.053,1.515555556,0.296006944,2.306666667,1,0,0,0,0,500001
-117.76,33.53,28,3085,499,1176,480,7.9794,1.039583333,0.161750405,2.45,1,0,0,0,0,426100
-117.76,33.53,18,3224,561,1310,580,8.4614,0.967241379,0.174007444,2.25862069,1,0,0,0,0,391900
-117.76,33.53,24,2105,346,712,332,10.6349,1.042168675,0.164370546,2.144578313,1,0,0,0,0,500001
-117.77,33.53,32,3116,661,1105,543,5.1837,1.217311234,0.212130937,2.034990792,1,0,0,0,0,445600
-117.78,33.51,44,1833,331,515,268,6.6178,1.235074627,0.180578287,1.921641791,1,0,0,0,0,500001
-117.73,33.63,15,2874,592,1382,586,5.5137,1.010238908,0.20598469,2.358361775,1,0,0,0,0,161800
-117.74,33.62,16,4134,740,2103,745,5.6877,0.993288591,0.179003387,2.822818792,1,0,0,0,0,231400
-117.75,33.64,9,2499,492,1111,542,5.5342,0.907749077,0.196878752,2.049815498,1,0,0,0,0,182300
-117.72,33.62,21,2322,518,662,457,3.1679,1.133479212,0.223083549,1.448577681,1,0,0,0,0,110000
-117.72,33.62,19,1144,268,365,279,2.8583,0.960573477,0.234265734,1.308243728,1,0,0,0,0,105800
-117.71,33.61,25,3004,718,891,626,2.395,1.146964856,0.239014647,1.423322684,1,0,0,0,0,80300
-117.72,33.63,15,1362,255,378,202,1.9,1.262376238,0.18722467,1.871287129,1,0,0,0,0,162500
-117.72,33.62,19,5777,1261,1711,1225,2.7634,1.029387755,0.218279384,1.396734694,1,0,0,0,0,86900
-117.73,33.61,16,590,130,178,121,4.8611,1.074380165,0.220338983,1.47107438,1,0,0,0,0,186800
-117.74,33.62,16,1889,590,686,537,3.4706,1.098696462,0.312334569,1.277467412,1,0,0,0,0,241700
-117.74,33.61,16,2753,576,857,546,3.7422,1.054945055,0.209226299,1.56959707,1,0,0,0,0,229800
-117.74,33.61,17,2116,474,662,443,3.5625,1.069977427,0.224007561,1.494356659,1,0,0,0,0,180800
-117.75,33.61,17,2499,566,781,522,3.1779,1.084291188,0.226490596,1.496168582,1,0,0,0,0,186500
-117.75,33.6,5,4944,1164,1727,948,4.9,1.227848101,0.235436893,1.821729958,1,0,0,0,0,255600
-117.75,33.61,16,2270,488,709,489,3.2845,0.99795501,0.214977974,1.449897751,1,0,0,0,0,227600
-117.73,33.61,17,2612,582,832,564,2.6759,1.031914894,0.222817764,1.475177305,1,0,0,0,0,120600
-117.7,33.61,16,2371,725,1738,686,3.6484,1.056851312,0.305778153,2.533527697,1,0,0,0,0,322600
-117.7,33.6,26,2283,506,634,469,2.3774,1.078891258,0.221638195,1.351812367,1,0,0,0,0,74300
-117.71,33.6,8,3329,753,1312,629,3.5521,1.197138315,0.226194052,2.085850556,1,0,0,0,0,229800
-117.71,33.6,25,3011,714,893,654,2.3387,1.091743119,0.237130521,1.365443425,1,0,0,0,0,74800
-117.72,33.61,26,2033,463,618,450,2.5685,1.028888889,0.227742253,1.373333333,1,0,0,0,0,80400
-117.72,33.61,26,2653,621,774,584,2.49,1.063356164,0.234074632,1.325342466,1,0,0,0,0,81100
-117.71,33.61,26,3046,726,888,663,2.6848,1.095022624,0.238345371,1.339366516,1,0,0,0,0,74100
-117.71,33.61,26,2280,550,669,502,2.3438,1.09561753,0.24122807,1.332669323,1,0,0,0,0,72300
-117.71,33.6,25,1949,459,602,428,2.7601,1.072429907,0.235505387,1.406542056,1,0,0,0,0,72500
-117.7,33.6,26,1021,230,301,208,2.625,1.105769231,0.225269344,1.447115385,1,0,0,0,0,80600
-117.7,33.6,25,1321,295,396,278,3.1131,1.061151079,0.22331567,1.424460432,1,0,0,0,0,77100
-117.7,33.59,11,8039,1717,3445,1571,4.1678,1.092934437,0.213583779,2.192870783,1,0,0,0,0,190900
-117.84,33.66,5,665,171,384,171,4.5833,1,0.257142857,2.245614035,1,0,0,0,0,230400
-117.84,33.66,5,1688,430,857,402,3.7857,1.069651741,0.254739336,2.131840796,1,0,0,0,0,231600
-117.84,33.65,4,1649,456,1030,411,2.2262,1.109489051,0.276531231,2.506082725,1,0,0,0,0,225000
-117.83,33.66,4,1011,198,511,198,7.9217,1,0.195845697,2.580808081,1,0,0,0,0,296200
-117.83,33.65,9,638,266,426,234,3.7875,1.136752137,0.4169279,1.820512821,1,0,0,0,0,187500
-117.83,33.65,8,2149,426,950,399,4.1103,1.067669173,0.198231736,2.380952381,1,0,0,0,0,250400
-117.82,33.66,15,2460,447,1049,398,6.4967,1.123115578,0.181707317,2.635678392,1,0,0,0,0,387500
-117.81,33.63,17,4477,610,1798,612,8.1093,0.996732026,0.136251954,2.937908497,1,0,0,0,0,410400
-117.82,33.65,18,2105,302,830,286,6.3822,1.055944056,0.143467933,2.902097902,1,0,0,0,0,362500
-117.8,33.63,8,32,9,26,11,4.1944,0.818181818,0.28125,2.363636364,1,0,0,0,0,270800
-117.8,33.64,8,4447,713,1680,705,8.8693,1.011347518,0.160332809,2.382978723,1,0,0,0,0,450400
-117.8,33.63,15,3236,451,1289,416,11.1121,1.084134615,0.139369592,3.098557692,1,0,0,0,0,493000
-117.82,33.64,18,1974,260,808,278,9.8589,0.935251799,0.131712259,2.90647482,1,0,0,0,0,500001
-117.81,33.64,16,2404,349,868,329,11.0138,1.060790274,0.145174709,2.638297872,1,0,0,0,0,442100
-117.81,33.64,4,1741,225,811,233,12.3411,0.965665236,0.129236071,3.480686695,1,0,0,0,0,500001
-117.88,33.6,31,5488,1055,1938,964,8.8742,1.09439834,0.192237609,2.010373444,1,0,0,0,0,500001
-117.87,33.6,20,3212,572,1064,526,6.6155,1.087452471,0.178082192,2.022813688,1,0,0,0,0,500001
-117.87,33.6,35,1598,398,782,411,5.1155,0.96836983,0.249061327,1.902676399,1,0,0,0,0,500000
-117.87,33.59,44,2499,396,910,374,6.6544,1.058823529,0.158463385,2.43315508,1,0,0,0,0,500001
-117.87,33.6,33,3120,602,1155,553,5.2949,1.088607595,0.192948718,2.088607595,1,0,0,0,0,500001
-117.86,33.6,30,1891,364,635,314,6.6265,1.159235669,0.192490746,2.022292994,1,0,0,0,0,500001
-117.87,33.6,34,3415,779,1275,718,4.498,1.084958217,0.228111274,1.775766017,1,0,0,0,0,482900
-117.89,33.6,36,1496,247,441,203,7.8164,1.216748768,0.165106952,2.172413793,1,0,0,0,0,500001
-117.9,33.61,41,1521,328,527,275,4.0764,1.192727273,0.2156476,1.916363636,1,0,0,0,0,500001
-117.91,33.61,40,2790,531,952,424,4.8,1.252358491,0.190322581,2.245283019,1,0,0,0,0,500001
-117.91,33.6,37,2088,510,673,390,5.1048,1.307692308,0.244252874,1.725641026,1,0,0,0,0,500001
-117.92,33.57,37,3355,492,921,366,7.2988,1.344262295,0.146646796,2.516393443,0,0,0,0,1,500001
-117.9,33.6,25,2465,585,906,472,3.6538,1.23940678,0.237322515,1.919491525,1,0,0,0,0,500001
-117.92,33.61,23,1808,408,539,300,3.5682,1.36,0.225663717,1.796666667,1,0,0,0,0,500001
-117.91,33.61,38,1232,178,410,171,11.075,1.040935673,0.144480519,2.397660819,1,0,0,0,0,500001
-117.92,33.61,37,1244,173,394,154,10.3682,1.123376623,0.139067524,2.558441558,1,0,0,0,0,500001
-117.92,33.61,36,1025,150,316,126,10.3048,1.19047619,0.146341463,2.507936508,1,0,0,0,0,500001
-117.91,33.61,36,3082,455,771,365,11.216,1.246575342,0.147631408,2.112328767,1,0,0,0,0,500001
